"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"10060","9130011E15Rik","340","376","155","460"
"10061","Gm6813","0","0","0","0"
"10062","Hps6","223","405","185","519"
"10063","Ldb1","2318","2840","2221","4179"
"10064","Pprc1","1194","1123","906","1677"
"10065","Nolc1","582","780","535","859"
"10066","Elovl3","0","0","0","0"
"10067","Pitx3","0","0","0","0"
"10068","Gbf1","965","1121","899","1647"
"10069","Nfkb2","2393","2661","1909","3073"
"10070","Psd","327","342","245","618"
"10071","Fbxl15","70","86","39","211"
"10072","Cuedc2","789","964","600","1397"
"10073","Mir146b","0","0","0","0"
"10074","Tmem180","393","388","196","429"
"10075","Actr1a","1479","1870","1375","2576"
"10076","Sufu","331","298","240","502"
"10077","Trim8","4238","4726","3576","6466"
"10078","Arl3","96","193","110","260"
"10079","Sfxn2","650","675","640","896"
"10080","D19Wsu162e","1998","2502","1685","2786"
"10081","Cyp17a1","0","7","0","0"
"10082","2010012O05Rik","133","218","135","191"
"10083","As3mt","378","347","252","421"
"10084","Cnnm2","101","122","219","223"
"10085","Nt5c2","1667","1757","1355","2833"
"10086","Ina","0","0","0","0"
"10087","Pcgf6","110","53","95","91"
"10088","Taf5","139","202","140","362"
"10089","Usmg5","370","358","311","409"
"10090","Pdcd11","1303","1552","1349","2439"
"10091","Calhm2","1262","1622","1257","1874"
"10092","Calhm1","0","0","0","0"
"10093","Neurl1a","447","497","662","1030"
"10094","Sh3pxd2a","1831","2147","1680","3120"
"10095","Obfc1","247","293","231","248"
"10096","Slk","3977","4474","2749","6113"
"10097","Col17a1","9","12","3","7"
"10098","6330577E15Rik","838","1007","618","1288"
"10099","Wdr96","0","24","45","46"
"10100","Gsto1","481","651","282","591"
"10101","Gsto2","7","23","8","40"
"10102","Itprip","750","1054","750","1373"
"10103","Ccdc147","0","0","0","0"
"10104","Sorcs3","0","0","0","0"
"10105","Sorcs1","1","0","0","0"
"10106","Ins1","0","0","0","0"
"10107","AA387883","0","0","0","0"
"10108","Xpnpep1","652","755","626","619"
"10109","Add3","709","810","494","655"
"10110","1700001K23Rik","9","2","0","0"
"10111","Mxi1","482","494","454","759"
"10112","Smndc1","565","627","392","782"
"10113","5830416P10Rik","54","48","15","25"
"10114","Dusp5","100","198","24","64"
"10115","Smc3","1103","1420","1028","1506"
"10116","Rbm20","0","10","36","0"
"10117","Pdcd4","634","802","436","1017"
"10118","Bbip1","199","259","224","340"
"10119","Shoc2","713","763","587","927"
"10120","Adra2a","0","0","0","14"
"10121","Gpam","162","230","189","262"
"10122","Tectb","0","0","0","0"
"10123","Gucy2g","0","1","0","0"
"10124","Acsl5","2273","2661","1872","4068"
"10125","Zdhhc6","444","554","364","603"
"10126","Vti1a","469","445","415","701"
"10127","Tcf7l2","324","480","246","433"
"10128","Habp2","142","130","199","40"
"10129","Nrap","0","5","22","7"
"10130","Casp7","354","353","195","454"
"10131","9930023K05Rik","0","4","0","20"
"10132","Dclre1a","277","402","254","434"
"10133","Nhlrc2","541","688","531","1181"
"10134","Adrb1","640","860","471","1050"
"10135","A630007B06Rik","452","508","374","723"
"10136","Tdrd1","8","11","0","12"
"10137","Vwa2","31","0","27","0"
"10138","Afap1l2","61","8","30","7"
"10139","Ablim1","62","43","53","94"
"10140","Fam160b1","1160","1396","967","1915"
"10141","Trub1","401","454","372","535"
"10142","Atrnl1","484","546","251","688"
"10143","Gfra1","0","0","0","0"
"10144","1700011F14Rik","0","0","0","0"
"10145","1810007D17Rik","0","0","0","0"
"10146","Pnlip","0","0","0","0"
"10147","1810018F18Rik","0","0","0","0"
"10148","Pnliprp1","0","0","0","0"
"10149","Pnliprp2","0","0","0","0"
"10150","1700019N19Rik","0","0","0","0"
"10151","Hspa12a","33","42","62","35"
"10152","Mir3086","0","0","0","0"
"10153","Eno4","27","32","8","22"
"10154","4930506M07Rik","2734","3159","1904","4091"
"10155","Vax1","0","0","0","0"
"10156","Kcnk18","0","0","0","0"
"10157","Slc18a2","43","50","27","52"
"10158","Pdzd8","1508","1470","1063","2413"
"10159","Emx2os","6","29","19","27"
"10160","Emx2","36","21","21","20"
"10161","Rab11fip2","418","421","286","501"
"10162","E330013P04Rik","0","0","1","15"
"10163","D19Ertd737e","279","308","164","411"
"10164","Prlhr","0","0","0","0"
"10165","2700078E11Rik","1201","1504","1046","2081"
"10166","Nanos1","15","42","71","80"
"10167","Eif3a","5316","6412","4115","8515"
"10168","Snora19","0","0","0","0"
"10169","Fam45a","362","482","300","773"
"10170","Sfxn4","57","96","58","114"
"10171","Prdx3","562","524","353","698"
"10172","Grk5","201","306","195","269"
"10173","Gm7102","250","386","170","500"
"10174","Csf2ra","13839","16347","12695","23443"
"10175","Disp1","307","333","320","582"
"10176","BC085271","0","0","0","0"
"10177","Brox","1252","1536","1041","2113"
"10178","Aida","830","973","735","1477"
"10179","Mia3","2054","2585","1736","3183"
"10180","Taf1a","148","258","219","469"
"10181","Hhipl2","0","0","0","0"
"10182","Fam171a1","67","26","28","37"
"10183","Nmt2","244","269","227","419"
"10184","Rpp38","11","50","36","65"
"10185","Acbd7","0","0","0","0"
"10186","Olah","0","0","0","0"
"10187","Meig1","0","3","0","0"
"10188","Dclre1c","1370","1698","1388","2681"
"10189","Suv39h2","119","143","111","202"
"10190","Hspa14","489","555","412","1036"
"10191","Cdnf","29","46","28","51"
"10192","Fam107b","2164","2864","1632","3329"
"10193","Frmd4a","2710","3192","2245","4492"
"10194","Prpf18","607","932","571","1234"
"10195","Bend7","13","21","29","0"
"10196","Sephs1","489","548","408","761"
"10197","Phyh","678","657","602","754"
"10198","Ucma","0","0","0","0"
"10199","Mcm10","72","129","39","120"
"10200","Optn","9","20","12","18"
"10201","Ccdc3","0","0","0","0"
"10202","Camk1d","4635","5757","4283","7436"
"10203","Cdc123","565","510","453","797"
"10204","Nudt5","162","126","132","294"
"10205","Sec61a2","152","124","77","204"
"10206","Dhtkd1","83","1","43","7"
"10207","Upf2","862","939","571","1334"
"10208","5430407P10Rik","3","7","0","0"
"10209","Gm10857","0","2","2","3"
"10210","Echdc3","46","15","51","0"
"10211","Usp6nl","436","434","210","425"
"10212","Celf2","4317","5355","3416","7644"
"10213","5031426D15Rik","22","22","28","12"
"10214","1700061F12Rik","0","0","0","0"
"10215","Gata3","0","3","12","28"
"10216","4930412O13Rik","7","0","0","8"
"10217","Taf3","434","565","419","906"
"10218","Atp5c1","1536","1603","1090","1903"
"10219","Kin","305","384","250","382"
"10220","Itih2","0","0","0","7"
"10221","Itih5","0","23","24","31"
"10222","Sfmbt2","0","12","0","5"
"10223","Mir669e","0","0","0","0"
"10224","Mir669b","0","0","0","0"
"10225","Mir4660","0","0","0","0"
"10226","Mir669a-3","0","0","0","0"
"10227","Mir669k","0","0","0","0"
"10228","Mir467a-2","0","0","0","0"
"10229","Mir467a-4","0","0","0","0"
"10230","Mir467a-5","0","0","0","0"
"10231","Mir467a-7","0","0","0","0"
"10232","Mir467a-8","0","0","0","0"
"10233","Mir467a-9","0","0","0","0"
"10234","Mir467a-1","0","0","0","0"
"10235","Mir669a-2","0","0","0","0"
"10236","Mir669a-1","0","0","0","0"
"10237","Mir669a-4","0","0","0","0"
"10238","Mir669a-5","0","0","0","0"
"10239","Mir669a-6","0","0","0","0"
"10240","Mir669a-7","0","0","0","0"
"10241","Mir669a-8","0","0","0","0"
"10242","Mir669a-9","0","0","0","0"
"10243","Mir669a-10","0","0","0","0"
"10244","Mir669a-11","0","0","0","0"
"10245","Mir669a-12","0","0","0","0"
"10246","Mir669g","0","0","0","0"
"10247","Mir669j","0","0","0","0"
"10248","Mir467b","0","0","0","0"
"10249","Mir467a-3","0","0","0","0"
"10250","Mir467a-6","0","0","0","0"
"10251","Mir467a-10","0","0","0","0"
"10252","Mir669p-2","0","0","0","0"
"10253","Mir669p-1","0","0","0","0"
"10254","Mir467d","0","0","0","0"
"10255","Mir466","0","0","0","0"
"10256","Mir669c","0","0","0","0"
"10257","Mir297b","0","0","0","0"
"10258","Mir669m-2","0","0","0","0"
"10259","Mir669m-1","0","0","0","0"
"10260","Mir466g","0","0","0","0"
"10261","Mir297c","0","0","0","0"
"10262","Mir297a-3","0","0","0","0"
"10263","Mir669i","0","0","0","0"
"10264","Mir669h","0","0","0","0"
"10265","Prkcq","14","16","4","5"
"10266","Pfkfb3","2288","3017","2048","4158"
"10267","Rbm17","953","1104","706","1453"
"10268","Il2ra","941","938","425","967"
"10269","Il15ra","218","189","118","205"
"10270","Fbxo18","1341","1583","1005","1935"
"10271","Ankrd16","472","569","352","819"
"10272","Itga8","1629","1732","1374","2865"
"10273","Fam188a","358","426","254","486"
"10274","Pter","515","226","501","124"
"10275","C1ql3","67","13","42","10"
"10276","Rsu1","687","983","580","1143"
"10277","Cubn","1146","440","1206","234"
"10278","Trdmt1","74","87","90","244"
"10279","Vim","3830","4120","1954","3753"
"10280","St8sia6","619","673","484","930"
"10281","Ptpla","12","17","11","13"
"10282","4921530L18Rik","8","3","0","7"
"10283","Stam","414","553","308","706"
"10284","Fam23a","11","3","8","6"
"10285","Mrc1","4624","5535","5243","11315"
"10286","Mir511","0","1","0","0"
"10287","Slc39a12","15","23","39","14"
"10288","Cacnb2","13","9","0","3"
"10289","Gm13315","0","2","1","0"
"10290","Nsun6","120","178","77","268"
"10291","Arl5b","213","214","113","154"
"10292","Plxdc2","1404","1945","2573","5112"
"10293","Nebl","0","0","0","0"
"10294","H2afb1","0","0","0","0"
"10295","A930004D18Rik","15","0","0","8"
"10296","LOC100034739","15","0","0","0"
"10297","2810030E01Rik","4","4","24","0"
"10298","Mllt10","1258","1397","1030","1689"
"10299","Dnajc1","971","1292","937","1898"
"10300","Commd3","388","448","382","665"
"10301","Bmi1","550","799","743","1152"
"10302","BC061194","4","4","21","9"
"10303","Pip4k2a","6758","8263","5255","10840"
"10304","4930426L09Rik","22","28","12","42"
"10305","Armc3","7","8","7","9"
"10306","Msrb2","232","185","103","166"
"10307","Ptf1a","0","0","0","0"
"10308","4921504E06Rik","0","0","0","0"
"10309","Gm3230","23","32","4","23"
"10310","Otud1","539","789","575","1008"
"10311","Etl4","55","61","68","152"
"10312","Arhgap21","810","930","731","1237"
"10313","Gm13375","33","41","19","23"
"10314","Enkur","0","2","1","1"
"10315","Thnsl1","66","73","50","151"
"10316","Gpr158","0","0","0","0"
"10317","Myo3a","0","1","0","0"
"10318","Gad2","48","40","62","68"
"10319","Apbb1ip","2872","3812","2318","5061"
"10320","Pdss1","103","82","82","123"
"10321","Abi1","3462","4247","2921","5880"
"10322","Acbd5","1465","1520","1166","2434"
"10323","Mastl","13","65","25","54"
"10324","Yme1l1","1443","1628","1215","2123"
"10325","4931423N10Rik","0","0","0","0"
"10326","Nxph2","10","0","0","0"
"10327","Spopl","342","385","212","604"
"10328","Hnmt","104","203","122","233"
"10329","Tbpl2","0","0","0","0"
"10330","Il1f8","0","0","0","0"
"10331","Il1f9","268","286","194","407"
"10332","Il1f6","0","0","0","0"
"10333","Il1f5","0","0","0","0"
"10334","Il1f10","0","0","0","0"
"10335","Il1rn","110","118","29","129"
"10336","Psd4","2897","3242","2494","4928"
"10337","Pax8","53","45","52","45"
"10338","Cacna1b","2","0","3","0"
"10339","Ehmt1","921","1151","760","1595"
"10340","Arrdc1","1521","1928","1387","2866"
"10341","Zmynd19","182","222","129","190"
"10342","Wdr85","174","238","256","332"
"10343","Mrpl41","113","185","104","198"
"10344","Pnpla7","2461","2938","1802","4163"
"10345","Nelf","549","464","354","735"
"10346","Entpd8","11","5","28","0"
"10347","Noxa1","0","0","5","0"
"10348","Nrarp","25","84","27","42"
"10349","A830007P12Rik","2010","2593","2268","3903"
"10350","Cobra1","1237","1504","1098","1993"
"10351","4933433C11Rik","0","2","0","2"
"10352","Fam166a","41","7","6","32"
"10353","Tubb2c","534","646","312","604"
"10354","Slc34a3","26","122","3","4"
"10355","Gm757","0","0","0","0"
"10356","2310002J15Rik","3","0","0","0"
"10357","Rnf208","6","0","43","7"
"10358","Ndor1","1240","1171","910","2076"
"10359","Tmem203","196","192","158","295"
"10360","Tprn","306","292","259","433"
"10361","Ssna1","362","410","263","453"
"10362","Anapc2","1724","2085","1349","2869"
"10363","Tmem210","0","0","0","0"
"10364","Lrrc26","0","0","0","0"
"10365","Grin1","0","0","0","0"
"10366","AA543186","27","24","36","0"
"10367","Man1b1","1995","2675","2003","3760"
"10368","Dpp7","434","590","343","942"
"10369","Uap1l1","1049","1360","704","1468"
"10370","2010317E24Rik","3","4","8","19"
"10371","Entpd2","5","3","0","8"
"10372","Npdc1","11","6","13","10"
"10373","Fut7","216","258","214","370"
"10374","Abca2","2156","2389","1845","3154"
"10375","Mir3087","0","1","0","0"
"10376","Clic3","19","45","34","48"
"10377","BC029214","236","172","185","389"
"10378","Ptgds","0","0","0","0"
"10379","Lcn12","0","3","0","0"
"10380","C8g","33","11","26","2"
"10381","Fbxw5","814","1020","731","1530"
"10382","Traf2","927","892","626","1084"
"10383","Edf1","871","1000","798","1140"
"10384","Mamdc4","60","77","46","96"
"10385","Phpt1","168","162","108","128"
"10386","Gm996","25","11","2","9"
"10387","B230208H17Rik","1398","1608","1297","2014"
"10388","4921530D09Rik","0","0","0","0"
"10389","Tmem141","250","256","143","390"
"10390","Fcna","15","36","56","18"
"10391","Lcn8","0","0","0","0"
"10392","Lcn5","0","0","0","0"
"10393","Lcn6","0","0","0","0"
"10394","Lcn10","0","0","0","0"
"10395","Lcn13","2","0","0","0"
"10396","Bmyc","713","923","726","1696"
"10397","Lcn14","0","0","0","0"
"10398","Lcn3","0","0","0","0"
"10399","Lcn11","0","0","0","0"
"10400","Glt6d1","0","0","0","0"
"10401","Lcn9","0","0","0","0"
"10402","Sohlh1","0","0","0","0"
"10403","Kcnt1","11","0","0","0"
"10404","Camsap1","457","535","427","833"
"10405","Ubac1","140","344","214","472"
"10406","Nacc2","415","421","402","643"
"10407","Lhx3","0","0","0","0"
"10408","Qsox2","167","157","134","275"
"10409","4932418E24Rik","0","0","0","0"
"10410","Gpsm1","351","388","287","647"
"10411","Dnlz","297","369","257","559"
"10412","Card9","1191","1399","1139","1979"
"10413","Snapc4","869","1001","770","1284"
"10414","Sdccag3","806","1057","764","1580"
"10415","Pmpca","882","1210","1013","1636"
"10416","Inpp5e","839","1142","802","1545"
"10417","Sec16a","2660","3220","2271","4362"
"10418","Notch1","2103","2286","2070","3866"
"10419","Egfl7","0","7","0","5"
"10420","Mir126","0","0","0","0"
"10421","Agpat2","213","227","255","320"
"10422","Fam69b","17","8","9","40"
"10423","Snhg7","19","32","6","21"
"10424","Snora43","0","0","0","0"
"10425","Snora17","0","9","2","9"
"10426","Lcn4","2","0","0","0"
"10427","Abo","0","0","0","0"
"10428","Surf6","372","471","383","655"
"10429","Med22","511","612","473","841"
"10430","Rpl7a","7418","8999","5771","10862"
"10431","Surf1","383","420","383","623"
"10432","Surf2","348","312","338","530"
"10433","Surf4","2401","2767","2191","3804"
"10434","Gm711","22","19","0","1"
"10435","Rexo4","562","715","568","1205"
"10436","Adamts13","0","2","0","0"
"10437","5930434B04Rik","108","142","125","244"
"10438","Slc2a6","285","236","110","272"
"10439","Tmem8c","0","1","0","0"
"10440","Adamtsl2","3","21","1","22"
"10441","Fam163b","0","0","0","0"
"10442","Dbh","0","0","0","0"
"10443","Sardh","762","359","1060","233"
"10444","Vav2","899","1177","905","1466"
"10445","Brd3","948","1098","729","1281"
"10446","Wdr5","653","799","553","969"
"10447","Rxra","861","1008","1108","1881"
"10448","Col5a1","12","19","0","9"
"10449","Fcnb","0","0","1","0"
"10450","F730016J06Rik","2","1","1","2"
"10451","Olfm1","1560","1637","833","1650"
"10452","Gm347","60","43","17","77"
"10453","1700007K13Rik","0","0","0","0"
"10454","Mrps2","374","364","225","585"
"10455","Gbgt1","510","531","492","936"
"10456","Ralgds","712","740","532","842"
"10457","Cel","3","0","0","3"
"10458","Gtf3c5","244","292","209","402"
"10459","Gfi1b","4","10","0","0"
"10460","Tsc1","985","1126","1026","2031"
"10461","1700026L06Rik","5","2","0","0"
"10462","Ak8","3","4","9","0"
"10463","Mir3088","0","0","0","0"
"10464","Gtf3c4","576","531","327","720"
"10465","Ddx31","199","263","185","244"
"10466","Barhl1","0","3","0","6"
"10467","1700101E01Rik","0","0","0","0"
"10468","Ttf1","614","630","415","974"
"10469","Setx","1949","2281","1432","3146"
"10470","Ntng2","469","471","257","566"
"10471","6530402F18Rik","447","615","311","627"
"10472","Med27","140","117","95","132"
"10473","Rapgef1","3296","4312","2622","5482"
"10474","Gm13547","0","1","5","8"
"10475","Trub2","172","239","161","409"
"10476","Coq4","32","70","45","80"
"10477","Slc27a4","439","666","482","861"
"10478","Urm1","404","480","337","635"
"10479","Mir219-2","0","0","0","0"
"10480","Cercam","116","155","145","201"
"10481","Odf2","958","1074","800","1486"
"10482","Gle1","517","611","485","804"
"10483","Spna2","3718","4608","3073","5797"
"10484","Wdr34","181","169","143","217"
"10485","Set","2908","3082","1887","3553"
"10486","Pkn3","248","250","260","531"
"10487","Zdhhc12","209","223","208","367"
"10488","Zer1","604","741","621","978"
"10489","Tbc1d13","1452","1441","1058","1695"
"10490","Endog","128","165","169","265"
"10491","D2Wsu81e","324","424","327","619"
"10492","Ccbl1","58","86","64","177"
"10493","1700084E18Rik","0","0","0","0"
"10494","Lrrc8a","295","445","225","455"
"10495","Phyhd1","74","77","101","80"
"10496","Dolk","376","209","234","496"
"10497","Nup188","984","1168","831","1674"
"10498","Sh3glb2","415","416","462","653"
"10499","Fam73b","214","238","199","301"
"10500","Dolpp1","278","267","289","377"
"10501","Crat","472","580","498","653"
"10502","Ppp2r4","1589","1808","1183","2131"
"10503","Ier5l","4","19","0","7"
"10504","Cstad","0","0","0","11"
"10505","Mir3089","0","0","0","0"
"10506","1700001O22Rik","0","0","0","0"
"10507","Mettl11a","95","204","98","236"
"10508","Asb6","470","542","434","799"
"10509","Prrx2","0","0","0","0"
"10510","Ptges","9","11","8","27"
"10511","Tor1b","990","1084","639","1420"
"10512","Tor1a","654","803","518","955"
"10513","BC005624","623","803","538","989"
"10514","Usp20","263","271","304","236"
"10515","Fnbp1","13972","16633","13126","25666"
"10516","Gpr107","1409","1922","1247","2640"
"10517","Ncs1","42","6","5","10"
"10518","Ass1","2480","1680","1924","933"
"10519","Fubp3","667","709","491","1095"
"10520","Prdm12","0","0","0","0"
