"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_14A1","PVN_14A2","PVN_14A3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000042042.14","Csgalnact2",104,79.001,88,168,11,86,0.191154243461989,4.48093556171462,0.67060960577759,1
"ENSMUSG00000042043.6","Tbca",51,68,33,81,0,49,0.219439236667869,4.35724428509199,0.670766885562868,1
"ENSMUSG00000042046.15","Dstyk",149,179,87,140,18,114,-0.699403916457765,1.33439064697388,0.670774479769981,1
"ENSMUSG00000042050.8","Wdr60",19,52,66,55.999,12,22,0.122709602828946,6.5340702124663,0.670785190923795,1
"ENSMUSG00000042055.13","Wdr11",120,247,125,183,22,155,0.512316825711193,2.48842832813608,0.670855974560265,1
"ENSMUSG00000042063.11","Zfp386",42,54,7,88,0,47,-0.535293762736978,1.3292533657696,0.670912845499165,1
"ENSMUSG00000042064.13","Myo3b",7,1,5,21,0,11,0.987017656009487,1.33320880391882,0.670925113846936,1
"ENSMUSG00000042066.16","Tmcc2",27,40,6,61,2,22,-0.706092269080773,1.3233065450517,0.670952527634231,1
"ENSMUSG00000042073.15","Abhd14b",2,27,24,14,2,25,-0.615068325295123,1.3268225579194,0.670994413674616,1
"ENSMUSG00000042078.14","Svop",0,0,0,7,0,10,-0.139102274711307,5.08243427603223,0.671062211080071,1
"ENSMUSG00000042079.13","Hnrnpf",781.22,1377.394,601.209,2117.619,197.245,839.003,-0.128375380316618,5.89083065658386,0.671296552696286,1
"ENSMUSG00000042082.7","Arsb",1359,1904,588,1881,211,1125,0.704917881312463,2.20626775282243,0.671553517206121,1
"ENSMUSG00000042097.17","Zfp239",26,2,0,5,0,2,-0.20759606309421,4.62968397854877,0.671583208673385,1
"ENSMUSG00000042099.16","Kank3",27,23,4,31,3,9,0.793418493288818,1.92935563474395,0.67166717317168,1
"ENSMUSG00000042104.18","Uggt2",54,32,9,32,8,23,-0.661815499391156,1.27805862120299,0.671717002688662,1
"ENSMUSG00000042105.18","Inpp5f",104,135,42,140,17,109,0.345619403373387,3.53420482441003,0.671728433573074,1
"ENSMUSG00000042106.5","Inka1",105,69,60,60,0,58,0.128884312018047,8.24627016265376,0.671797574839123,1
"ENSMUSG00000042109.8","Csdc2",11,1,0,11,1,7,-0.539671781318524,1.92338258946435,0.671901759060911,1
"ENSMUSG00000042111.9","Ccdc115",81,80,85.037,97,7,58,-0.138903512119098,5.23903945512405,0.671920756022135,1
"ENSMUSG00000042115.4","Klhdc8a",0,2,0,11,0,1,-0.227296954173495,3.93906323890424,0.671947273816852,1
"ENSMUSG00000042116.3","Vwa1",0,1,0,25,0,2,0.670621108958779,1.26149821522515,0.671959183719778,1
"ENSMUSG00000042121.16","Ssh1",204,143,87,212,16,98,0.124768420674716,6.93463057088816,0.671985021772259,1
"ENSMUSG00000042129.8","Rassf4",404,628,369,567.999,67,338,0.254825279611055,4.04000033674389,0.671988893046367,1
"ENSMUSG00000042133.16","Ppig",117,257.001,146,391,24,207,-0.169178923102663,4.9818852697852,0.67199186016309,1
"ENSMUSG00000042138.9","Msantd2",64,80.999,32,135,0,42,0.55404922959683,2.15482554821031,0.672014987267884,1
"ENSMUSG00000042148.8","Cox10",9,38,42,86,6,44,-0.405836601208209,2.4576630713753,0.672031327375472,1
"ENSMUSG00000042155.3","Klhl23",85,32,21,57,3,23,0.34133132831496,3.5192501462691,0.672070756073047,1
"ENSMUSG00000042156.16","Dzip1",9,9,14,20,7,10,-0.39900717172881,2.45400111289004,0.672144966240084,1
"ENSMUSG00000042165.8","Gm9774",9.793,2.263,2.364,4.238,3,0,0.811448685638551,1.72073552063335,0.672164275046864,1
"ENSMUSG00000042167.6","Tent2",223,245.995,160.999,242.001,30,143,-0.382778424972813,2.90382051119907,0.67224549763228,1
"ENSMUSG00000042178.6","Armc5",289,411,128,523,36,325,-0.185744828345365,5.08031509300388,0.672274806351446,1
"ENSMUSG00000042179.6","Pnliprp1",0,0,0,17,0,1,-0.180868550950863,5.90492163485919,0.67229032767612,1
"ENSMUSG00000042182.16","Bend6",61,101.999,29,73,7,48,-0.166960759323121,5.46963769079263,0.672346508078994,1
"ENSMUSG00000042184.11","1700069L16Rik",0,1,5,0,0,2,0.503039689121048,2.50529213853217,0.67234674331058,1
"ENSMUSG00000042185.14","Nfrkb",170.999,196,92,143.001,16,127.001,-0.215048450222945,5.08238835924674,0.672351667163515,1
"ENSMUSG00000042190.12","Cmklr1",704,690,357,686,70,561,0.190824037868281,5.16540818650733,0.672404234780872,1
"ENSMUSG00000042197.13","Zfp451",219,292,173,313.001,42.999,168,-0.21585868775102,3.9321754855442,0.672447147244489,1
"ENSMUSG00000042198.12","Chchd7",0,44.999,23,42,13,15,-0.133236379257698,8.01053224634008,0.672573952777764,1
"ENSMUSG00000042202.15","Slc35e2",78,119,86,170,18,94,0.268084352601546,3.84848939124054,0.672634218469594,1
"ENSMUSG00000042203.8","Tbc1d22b",58,49,38,94,17,32,-0.429677303391136,2.19084961038542,0.672640880613738,1
"ENSMUSG00000042207.17","Kdm5b",121,292,136,318,21,212.001,0.125920641869091,7.25311207074987,0.672721621500865,1
"ENSMUSG00000042208.15","0610010F05Rik",33,54,37,84,0,34,-0.258779003325691,3.20307668250081,0.672812972474476,1
"ENSMUSG00000042210.17","Abhd14a",28,8,14,30,6,19,-0.201200838186016,4.87807930335977,0.672814120221271,1
"ENSMUSG00000042211.7","Fbxo38",195,210,122,240,35,156,0.27619628338644,4.78184729700878,0.672881329505195,1
"ENSMUSG00000042212.3","Sprr2d",0,2,0,7,0,1,0.137160702392517,7.00077279431043,0.673316271720454,1
"ENSMUSG00000042213.17","Zfand4",12,5,0,15,0,8,-0.140691167570005,5.09047267894648,0.673362563367628,1
"ENSMUSG00000042215.8","Bag2",0,8,0,16,2,7,0.198781544681985,5.40148200893979,0.673491417510708,1
"ENSMUSG00000042216.13","Sgsm1",13,11,6,20,0,6,-0.550233122473367,2.77327766140004,0.673557330482842,1
"ENSMUSG00000042225.3","Ammecr1",26,22,8,66,4,25,-0.157876791539297,6.25532212052707,0.673692226216773,1
"ENSMUSG00000042228.14","Lyn",1657.999,2326.446,1061,2449.71,237,1526.815,-0.129873918773471,5.47352435260663,0.673711189387769,1
"ENSMUSG00000042229.9","Rabif",42,45,30,79,14,31,0.577798704526299,2.13168909006553,0.673926065319526,1
"ENSMUSG00000042246.5","Tmc7",61,150,62,161,30,95,0.422993824262065,3.13663361964589,0.674065296710498,1
"ENSMUSG00000042249.11","Grk3",182,284,201.001,241.001,35,124,0.122471286601962,5.96515974464155,0.674108338377209,1
"ENSMUSG00000042251.12","Pm20d1",35,9,5,18,0,27,0.125960532779609,7.1344282431294,0.67411434289702,1
"ENSMUSG00000042254.14","Cilp",0,0,5,8,0,1,-0.177421318330177,5.17658651189412,0.674135357054295,1
"ENSMUSG00000042256.5","Ptchd4",9,1,11,11,0,6,-0.130570484779788,7.90946879311296,0.674255565782503,1
"ENSMUSG00000042265.13","Trem1",18,8,32,174,8,29,-0.138654358654722,6.67835536516846,0.674503547678563,1
"ENSMUSG00000042268.10","Slc26a9",7,1,0,2,0,13,-0.640100402997286,1.73937040942985,0.674522744864549,1
"ENSMUSG00000042271.13","Nxt2",70,122,94,190,28,90,-0.343920588264713,3.69090738473993,0.67470101322478,1
"ENSMUSG00000042272.17","Sestd1",8,24,13,21,0,21,-0.553054905953657,1.90245307398291,0.674763450992271,1
"ENSMUSG00000042275.9","Pelo",25,23,12,55,1,18,-0.218396770700688,3.4249795550236,0.674814824502012,1
"ENSMUSG00000042279.13","H1f8",5,3,0,0,0,0,-0.155056651546176,5.10656817555584,0.674956461012576,1
"ENSMUSG00000042282.4","Gucy2f",0,3,6,7,1,6,-0.508294590770985,1.6819162829765,0.67496434684787,1
"ENSMUSG00000042284.10","Itga1",21,6,1,56,7,6,-0.317619743626823,2.76695033910011,0.67512928275179,1
"ENSMUSG00000042286.13","Stab1",2607,3415.002,1777.001,2864,301.001,2283,-0.203105135696818,5.18571406250241,0.675149712805081,1
"ENSMUSG00000042289.11","Hsd3b7",124.523,82.999,51.183,107,6,74,0.136907733519607,7.86177951228698,0.675267903738164,1
"ENSMUSG00000042292.18","Mrtfa",262,269.001,128,327,30,142,0.141975903099894,7.22630826968222,0.675369886509238,1
"ENSMUSG00000042293.8","Gm5617",0,4,19,11,0,4,0.460408346835282,2.75152481594312,0.675455217364499,1
"ENSMUSG00000042298.18","Ttc19",7,33,25,53,3,28,-0.406835063681829,2.87130242488413,0.675679106858336,1
"ENSMUSG00000042302.14","Ehbp1",64,47,32,44,10,46,0.133191697603628,7.52111684533052,0.675725448326379,1
"ENSMUSG00000042303.19","Sgsm3",103,87.999,49,52,0,66.001,-0.170246947018535,4.79876974494883,0.675781292232852,1
"ENSMUSG00000042305.12","Tmem183a",186,148.999,73,218,18,95,-0.126576348857236,8.14845840558636,0.675818350219529,1
"ENSMUSG00000042306.11","S100a14",0,2,0,7,0,1,0.141051359941575,6.30940517682376,0.675966157931565,1
"ENSMUSG00000042308.14","Setd1a",253.411,361,106.147,412,41,227,-0.138045266475564,6.68464409437303,0.675995606589261,1
"ENSMUSG00000042312.10","S100a13",2,18,8,28,0,17,-0.173924426860483,4.5558497277284,0.676036021067245,1
"ENSMUSG00000042320.17","Prox2",30,16,0,26,19,15,-0.593858965918926,1.67064539407676,0.67618887147393,1
"ENSMUSG00000042323.17","Pbrm1",202,416,250,481,58,247.001,0.137099420381255,5.63727806938474,0.676368906100286,1
"ENSMUSG00000042328.13","Hps4",819.999,1039,568,1098,77,740,0.117274299960603,6.31876125265408,0.676370547606111,1
"ENSMUSG00000042331.13","Specc1",472,798,438,811,71,494.001,0.164215958572191,5.81737969852987,0.676416990189555,1
"ENSMUSG00000042333.16","Tnfrsf14",79,56.001,51,64,8,46,-0.117576467588154,6.95428173083887,0.676462381197791,1
"ENSMUSG00000042345.15","Ubash3a",39,10,7,74,0,35,0.454441839934617,3.45473533994397,0.676498904452208,1
"ENSMUSG00000042348.10","Arl15",51,62,23,102,2,33,-0.124958127928806,5.3440797245327,0.676564945762512,1
"ENSMUSG00000042349.13","Ikbke",31,80,70,209,5,74,-0.146593147186574,6.10674613658713,0.676612393929657,1
"ENSMUSG00000042350.13","Arel1",210,298,202,264,6,172,0.530022210461893,2.98778310274175,0.676700149395811,1
"ENSMUSG00000042351.9","Grap2",10,6,6,4,0,5,-0.164127355829978,6.19636272164212,0.676739501652535,1
"ENSMUSG00000042354.7","Gnl3",121,252.999,141.999,317,71.999,150,0.125270638309541,7.34590475850393,0.676766407081311,1
"ENSMUSG00000042357.2","Gjb5",0,0,0,1,0,1,0.658573712699104,2.42264239776977,0.676807817634973,1
"ENSMUSG00000042359.18","Osbpl6",7,14,0,6,0,16,-0.137730566839184,5.56540591452133,0.676885972051525,1
"ENSMUSG00000042363.14","Lgalsl",20,5,6,9,2,12,0.119060526277826,6.9848122047357,0.676990095379628,1
"ENSMUSG00000042364.11","Snx18",1060,1090,552,1090,123,671,0.355418791041286,3.55162288821874,0.677073709756768,1
"ENSMUSG00000042367.12","Gjb3",4,2,0,11,0,1,0.152590843646003,5.11892591248274,0.677133914132032,1
"ENSMUSG00000042369.8","Rbm45",68,56,26,57,9,41,-0.550084367084794,1.66153931826326,0.677269792746327,1
"ENSMUSG00000042371.12","Slc5a10",0,6,21,5,4,5,-0.266115476654435,3.04020337329896,0.6773835079346,1
"ENSMUSG00000042372.5","Dmrt3",18,2,0,2,0,6,-0.141908061976765,6.49968572552008,0.677390834577337,1
"ENSMUSG00000042377.8","Fam83g",26,36,7,30,0,19,-0.165610575545771,6.02597727130819,0.677405573305533,1
"ENSMUSG00000042379.8","Esm1",0,1,0,7,0,6,-0.189787865507689,4.80554652511685,0.677463891143745,1
"ENSMUSG00000042380.8","Smim12",36,33,4,23,0,29,0.186072874073747,4.04100291568187,0.677516071628972,1
"ENSMUSG00000042388.14","Dlgap3",6,3,0,15,0,10,-0.720380917657728,1.99938362572069,0.677572365855634,1
"ENSMUSG00000042389.13","Tsen2",14,31,21,39,0,27,-0.461886707240565,3.05541064042481,0.67767412526331,1
"ENSMUSG00000042390.9","Gatad2b",356,553.001,305,699,78,335.001,0.130954886503187,7.19988371231663,0.67768696204124,1
"ENSMUSG00000042396.10","Rbm7",100,199,108,253,69,121,0.627631973247536,2.49920925739657,0.677724920477189,1
"ENSMUSG00000042404.16","Dennd4b",389,585,286,647,45,425,0.144630525014404,6.56563384005979,0.67773990089329,1
"ENSMUSG00000042406.8","Atf4",1058,2520,1364,3271,426,1749,0.124733535694968,8.70978385798679,0.677817097207074,1
"ENSMUSG00000042408.13","Zmym6",154,185.999,95.039,164,14,91.001,-0.253183152003321,4.41170645233489,0.677864626879075,1
"ENSMUSG00000042410.16","Agps",339,637,347,745,77,402,0.148074514517619,5.35890256489355,0.677867145901148,1
"ENSMUSG00000042414.7","Prdm14",8,0,7,20,0,1,0.308422993943754,3.9527336396801,0.677927913924471,1
"ENSMUSG00000042417.5","Ccno",0,5,5,61,2,5,0.221808322446181,4.55823022506249,0.678020292918976,1
"ENSMUSG00000042419.8","Nfkbil1",44,61,26,163,13,53,0.125500207720923,8.31156583316579,0.678088159984028,1
"ENSMUSG00000042423.9","Fbrs",691,1224.001,571.999,1533,184,736.001,-0.676916356560196,2.42487811253072,0.678101629378035,1
"ENSMUSG00000042425.18","Frmpd3",0,2,11,9,0,3,-0.132245151416494,6.4696633674637,0.678124359672051,1
"ENSMUSG00000042426.6","Dhx29",45,120,47,133,14,58,-0.40510701295468,2.25783045203043,0.678188934049834,1
"ENSMUSG00000042428.6","Mgat3",1,4,4,19,0,24,0.192711631688747,4.55266979398008,0.678282066901935,1
"ENSMUSG00000042429.8","Adora1",25,10,15,24,0,15.001,-0.297958810019757,4.28187959887563,0.678324126296723,1
"ENSMUSG00000042439.13","Zfp532",196,359,139.001,341,39,203,-0.135794251709746,6.77918459465981,0.678431109491616,1
"ENSMUSG00000042444.10","Mindy2",445,522,231,549,69,251,-0.121506211984548,6.79356412563591,0.678450041737089,1
"ENSMUSG00000042446.16","Zmym4",208,318,138,281,26,186,0.147960655303614,6.32179801850684,0.678571125200452,1
"ENSMUSG00000042447.13","Mios",39,74,12,64,5,39,0.598622953326517,2.29738937145909,0.678620724906688,1
"ENSMUSG00000042448.5","Hoxd1",28,0,0,1,0,3,0.126248843900274,5.77988252683321,0.678804306748044,1
"ENSMUSG00000042451.12","Mybph",0,18,12,6,0,3,0.832721498182846,1.63355339502216,0.678850155975997,1
"ENSMUSG00000042453.14","Reln",0,3,8,16,0,6,-0.137626148105757,5.77179616150932,0.678894084873823,1
"ENSMUSG00000042460.5","C1galt1",92,90,30,138,8,58,0.123590961256734,5.58572131145721,0.678912136214048,1
"ENSMUSG00000042462.4","Dctpp1",16,26,16,22,2,16,0.298092112574976,3.98748113980173,0.679125670050207,1
"ENSMUSG00000042472.11","Zfp410",84,89,79,90,11,73.999,-0.271324120915716,3.02669019386106,0.679170680559946,1
"ENSMUSG00000042473.8","Tbc1d8b",25,56,10,37,10,51,-0.422716638748861,2.85275358508605,0.679216696893391,1
"ENSMUSG00000042476.12","Abcb4",202,263,134.999,289.001,35,89,0.886915073954378,1.62870023132041,0.679299777491417,1
"ENSMUSG00000042477.7","Tfap2e",6,1,0,4,4,3,-0.123374340338158,8.69432059192724,0.679372005542592,1
"ENSMUSG00000042485.7","Mustn1",0,5,4,10,0,3,0.9324639499841,1.62659451373631,0.679557634998025,1
"ENSMUSG00000042487.6","Leo1",32,66,13,42,14,39,-0.120669050268714,6.16329604996212,0.679611581794339,1
"ENSMUSG00000042489.15","Clspn",0,8,7,40.001,1,10,-0.350457735410456,2.95925984457252,0.679652147870788,1
"ENSMUSG00000042492.12","Tbc1d10b",134,238.999,68,291.001,42,185,0.36741427382318,2.82847808072062,0.67969765923887,1
"ENSMUSG00000042496.18","Prdm10",37.999,75.001,20,85,8,53,-0.266137910161776,4.14261144102302,0.679698272296869,1
"ENSMUSG00000042498.16","Radx",18,13,13,6,4,6,0.115189387851395,6.51777438861442,0.679728368926,1
"ENSMUSG00000042499.13","Hoxd11",8,0,0,13,0,6,-0.158609054955345,5.71849667608166,0.679933559168701,1
"ENSMUSG00000042500.11","Ago4",135,86,67,91,14,75,-0.246362393233342,3.97791438177614,0.679983864525867,1
"ENSMUSG00000042501.12","Cpa6",5,3,0,28,0,6,-0.122572806365924,10.0996626266463,0.680213482562141,1
"ENSMUSG00000042502.10","Cd2bp2",82,138.999,74,252,22,115.001,0.173620104366666,5.51929293157927,0.680243854373087,1
"ENSMUSG00000042505.6","Sdhaf3",33,5,2,24,1,14,-0.225877412093761,4.43665696038597,0.680315451577774,1
"ENSMUSG00000042506.15","Usp22",354,403,264,415,48,248,0.124732030068588,8.5813582871081,0.680422707707578,1
"ENSMUSG00000042507.15","Elmsan1",376,496,292,631,63,347.001,-0.227578769444594,4.82535287333603,0.680493471044301,1
"ENSMUSG00000042508.16","Dmtf1",229,384,190,315,54,193,0.127971014115426,6.4833196139743,0.680520272352856,1
"ENSMUSG00000042510.7","AA986860",0,8,0,9,0,11,-0.198721503568227,4.8239651153527,0.68052408579021,1
"ENSMUSG00000042514.11","Klhl14",0,0,0,12,0,12,0.168974749699431,4.69900934529138,0.680555892779102,1
"ENSMUSG00000042515.13","Pwwp3b",0,84,25,107,16,9,-0.661616975380912,2.49243419470491,0.680663959302932,1
"ENSMUSG00000042520.16","Ubap2l",503.999,650.994,368,865,104.001,444,-0.225642679651102,4.1587779064135,0.68073134089604,1
"ENSMUSG00000042523.12","Dnal1",18,25,15,38,3,13,-0.148223543951667,4.59694260919551,0.680783541575746,1
"ENSMUSG00000042524.14","Sun2",956.999,1682,696.999,2459,173,962,-0.180527815511396,4.34056673540964,0.680803036858062,1
"ENSMUSG00000042529.14","Kcnj12",11,5,0,5,0,1,-0.151607122609971,5.30550310690152,0.680804756844889,1
"ENSMUSG00000042535.9","Gtpbp1",297,402,126,448,34,249,-0.163789252477533,5.22180677379644,0.680836362043107,1
"ENSMUSG00000042541.10","Sem1",38,94,76,156,13,82,0.746585829874291,0.522302076021404,0.68085357314383,1
"ENSMUSG00000042548.14","Asxl1",344,520,319,650,54,298,-0.122622042650671,11.7292945797512,0.680858545702928,1
"ENSMUSG00000042557.14","Sin3a",265,349,166,426,39,202,0.157160834057404,4.8229331638969,0.680876457712522,1
"ENSMUSG00000042558.16","Adprhl2",53,66,44,68,3,69,-0.136106458554165,6.73572512761894,0.680945262296294,1
"ENSMUSG00000042564.13","Fam227a",0,16,0,13,0,28,0.439060864781374,2.56918972989296,0.681168277561769,1
"ENSMUSG00000042567.20","Nek10",0,5,7,5,7,10,0.746300759238488,1.99570614460308,0.681294657402256,1
"ENSMUSG00000042569.13","Dhrs7b",117,104,81,95,16,88,0.717903182999874,1.99569423246981,0.68139292318164,1
"ENSMUSG00000042570.14","Mier2",163,168,97,182,14,104.001,-0.192357114752086,4.7252377778562,0.681408257243866,1
"ENSMUSG00000042572.12","Ube2q1",270,402,138,364,51,222,0.149026859658328,6.44695342251702,0.681617269036421,1
"ENSMUSG00000042581.14","Thsd7b",21,14,0,12,5,14,0.179344441457906,5.30966777562712,0.681643197524492,1
"ENSMUSG00000042589.18","Cux2",51,65,50,111,5,40,0.156388797779739,5.95381332504012,0.681779971569885,1
"ENSMUSG00000042590.17","Ipo11",62,132,44,123,15,108,0.241095679505675,4.17355906607297,0.68185159030939,1
"ENSMUSG00000042594.16","Sh2b3",940,1330.999,566,1699.001,174,795,-0.1914171200524,4.84199857027325,0.682146178157125,1
"ENSMUSG00000042595.7","Fam199x",100,75,84,127,12,50,0.130038997353885,7.02828427102452,0.682257906569183,1
"ENSMUSG00000042599.8","Kdm7a",440,799,324,930,151,353,-0.134809361482065,6.3069873404925,0.682294738201319,1
"ENSMUSG00000042604.5","Kcna4",0,3,6,0,0,9,-0.112715905945561,6.17702987119805,0.682363889245398,1
"ENSMUSG00000042605.16","Atxn2",155,279.999,162.001,277,23,181.999,0.156717339891344,5.23714941897047,0.682419208566172,1
"ENSMUSG00000042606.9","Hirip3",56,88,69,90,15,40,-0.272583974174726,3.98378956034783,0.682503681788035,1
"ENSMUSG00000042607.15","Asb4",0,2,0,9,0,3,-0.155586549704951,6.49713817993522,0.682612174975125,1
"ENSMUSG00000042608.15","Stk40",203,325,182,502,67,192,0.413916397233539,2.75093227669742,0.68268964114973,1
"ENSMUSG00000042613.9","Pbxip1",669,751,485,813,100,509,-0.153015117293391,4.61725421044042,0.682780306284196,1
"ENSMUSG00000042616.8","Oscp1",50,30,6,82,5,21,0.526610083978734,2.35462220276985,0.682876269966245,1
"ENSMUSG00000042622.14","Maff",112,635,164,866,80,315,-0.158382803314546,5.07587479060735,0.682954196507967,1
"ENSMUSG00000042625.16","Safb2",604.104,657.652,377.109,861.978,91.524,455.335,0.217618865475056,5.05273361020505,0.68324433894452,1
"ENSMUSG00000042626.13","Shc1",279.999,433.998,220,519.999,54,241.941,0.145713803875679,5.68031545535364,0.683247196744917,1
"ENSMUSG00000042628.8","Zfyve1",176,219,60,151.001,11,113,0.558322317372909,2.44670330682231,0.683424179022873,1
"ENSMUSG00000042631.7","Xkr7",7,0,3,4,0,1,0.556481207574989,2.44445606217772,0.683442566168788,1
"ENSMUSG00000042632.17","Pla2g6",44,47,21,28,15,43,0.201016595918329,4.73008395714299,0.683470937830994,1
"ENSMUSG00000042642.13","Flad1",44.001,73.365,52,96.571,10,56,-0.168632497048057,4.74391007012549,0.683771523406788,1
"ENSMUSG00000042644.9","Itpr3",140,175,61,199,16,114,0.127793655190399,6.35783798538089,0.68377815029313,1
"ENSMUSG00000042647.13","Acad12",60,61,29,48,2,53.405,0.367522605954962,3.68392659576437,0.683794680990094,1
"ENSMUSG00000042650.3","Alkbh5",290,520,184,605,40,271,0.874074407229043,1.53223452281401,0.683799097350666,1
"ENSMUSG00000042659.15","Arrdc4",81,94,47,89,5,84,-0.183968353654797,4.86018260292793,0.683846710712649,1
"ENSMUSG00000042660.8","Wdr55",18,59,32,92,6,42,-0.127649354435667,7.30502156368822,0.68386321897354,1
"ENSMUSG00000042662.16","Dusp15",9,7,0,4,0,1,-0.419322486116213,2.31462418144338,0.683905073367384,1
"ENSMUSG00000042670.5","Immp1l",1,19,19,24,0,31,-0.533293469610446,1.97335348708569,0.683944184126481,1
"ENSMUSG00000042671.12","Rgs8",18,6,6,31,8,12,-0.43651681818605,1.97081205953375,0.684123158688793,1
"ENSMUSG00000042672.15","Dcst1",9,5,0,12,0,3,0.586042825191279,2.77508762414186,0.684158743755268,1
"ENSMUSG00000042675.15","Ypel3",300,344.001,282.999,337,18,240,-0.356293078569565,2.53692323541001,0.6842635517823,1
"ENSMUSG00000042677.7","Zc3h12a",208,794,319,1100,82,463,0.128046014833158,7.3409268364765,0.684367850599019,1
"ENSMUSG00000042678.17","Myo15",7,4,6,20,0,12,-0.147310769444017,6.1578431513478,0.684462400888558,1
"ENSMUSG00000042680.8","Garem1",10,5,1,6,0,12,-0.207257717153936,4.05510394511992,0.684483895341791,1
"ENSMUSG00000042682.9","Selenok",122.999,306,141,334.999,24,214,0.14009301512055,6.19950493866267,0.684657420229691,1
